"responseId","serverTimestamp","clientTimestamp","surveyVersion","language","consent","eligible","recentMethod","recentMethodOther","mission","missionOther","firstNeed","firstNeedOther","householdSize","items","spend","categories","categoriesOther","expansionPattern","considered","consideredCategory","consideredCategoryOther","stopReason","stopReasonOther","basketStopWhy","basketStopWhyOther","thresholdNoticed","thresholdAction","thresholdActionOther","zeptoWhy","zeptoWhyOther","zeptoCheckoutMoment","altWhy","altWhyOther","consideredZepto","altZeptoGap","receptivity","channelMix","channelMixOther","city","ageBracket","lifeStage","rawJson"
"BS2-09f6f3dd99c1153d440c0104","23/09/2026 15:46:01","2026-09-23T10:15:59.412Z","2.5","en","TRUE","TRUE","blinkit","","urgent","","fresh_produce","","three_four","seven_ten","1000_plus","[""fresh_produce"",""dairy_bread_eggs"",""snacks_sweets_beverages""]","","[""unplanned_browse"",""related_search"",""removed_items""]","not_sure","","","","","","","yes","added_useful","","","","","delivery_reliability","","no","Don't know about it yet.","added_item","supermarket_bulk","","Visakhapatnam","45_54","working_partnered","{""responseId"":""BS2-09f6f3dd99c1153d440c0104"",""clientTimestamp"":""2026-09-23T10:15:59.412Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""blinkit"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""fresh_produce"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""seven_ten"",""spend"":""1000_plus"",""categories"":[""fresh_produce"",""dairy_bread_eggs"",""snacks_sweets_beverages""],""categoriesOther"":"""",""expansionPattern"":[""unplanned_browse"",""related_search"",""removed_items""],""considered"":""not_sure"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""added_useful"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""Don't know about it yet."",""receptivity"":""added_item"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Visakhapatnam"",""ageBracket"":""45_54"",""lifeStage"":""working_partnered""}"
"BS2-ab21b4f2ed8d07d1f236453a","23/09/2026 15:46:02","2026-09-23T10:16:00.592Z","2.5","en","TRUE","TRUE","amazon_fresh","","stock_up","","","","one","two_three","700_999","[""fresh_produce"",""dairy_bread_eggs"",""staples_packaged_cooking""]","","[""planned_items"",""unplanned_browse""]","not_sure","","","","","","","yes","paid_fee","","","","","close_convenient","","no","Availability of items","not_sure","different_quick_commerce","","Hyderabad","25_34","prefer_not","{""responseId"":""BS2-ab21b4f2ed8d07d1f236453a"",""clientTimestamp"":""2026-09-23T10:16:00.592Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""amazon_fresh"",""recentMethodOther"":"""",""mission"":""stock_up"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""one"",""items"":""two_three"",""spend"":""700_999"",""categories"":[""fresh_produce"",""dairy_bread_eggs"",""staples_packaged_cooking""],""categoriesOther"":"""",""expansionPattern"":[""planned_items"",""unplanned_browse""],""considered"":""not_sure"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""paid_fee"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""close_convenient"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""Availability of items"",""receptivity"":""not_sure"",""channelMix"":""different_quick_commerce"",""channelMixOther"":"""",""city"":""Hyderabad"",""ageBracket"":""25_34"",""lifeStage"":""prefer_not""}"
"BS2-64ca4a8e1e7f5b9cdb411155","23/09/2026 15:46:19","2026-09-23T10:16:17.336Z","2.5","en","TRUE","TRUE","local_store","","stock_up","","","","three_four","more_than_ten","400_699","[""fresh_produce"",""dairy_bread_eggs"",""household_home_kitchen"",""beauty_personal_wellness"",""staples_packaged_cooking"",""snacks_sweets_beverages""]","","[""do_not_remember""]","yes","beauty_personal_wellness","","unavailable","","","","no","","","","","","close_convenient","","no","","ignored","local_bulk","","Mogra, west bengal","25_34","working_partnered","{""responseId"":""BS2-64ca4a8e1e7f5b9cdb411155"",""clientTimestamp"":""2026-09-23T10:16:17.336Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""local_store"",""recentMethodOther"":"""",""mission"":""stock_up"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""400_699"",""categories"":[""fresh_produce"",""dairy_bread_eggs"",""household_home_kitchen"",""beauty_personal_wellness"",""staples_packaged_cooking"",""snacks_sweets_beverages""],""categoriesOther"":"""",""expansionPattern"":[""do_not_remember""],""considered"":""yes"",""consideredCategory"":""beauty_personal_wellness"",""consideredCategoryOther"":"""",""stopReason"":""unavailable"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""no"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""close_convenient"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":"""",""receptivity"":""ignored"",""channelMix"":""local_bulk"",""channelMixOther"":"""",""city"":""Mogra, west bengal"",""ageBracket"":""25_34"",""lifeStage"":""working_partnered""}"
"BS2-6fbba227a37bbb422401f5ce","23/09/2026 15:48:41","2026-09-23T10:18:35.375Z","2.5","en","TRUE","TRUE","supermarket","","ran_out","","staples_packaged_cooking","","three_four","seven_ten","400_699","[""staples_packaged_cooking"",""dairy_bread_eggs"",""household_home_kitchen""]","","[""immediate_checkout"",""unplanned_browse""]","yes","snacks_sweets_beverages","","control_spend","","","","not_sure","","","","","","planned_trip","","no","","looked_no_add","supermarket_bulk","","Srikakulam","25_34","prefer_not","{""responseId"":""BS2-6fbba227a37bbb422401f5ce"",""clientTimestamp"":""2026-09-23T10:18:35.375Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""supermarket"",""recentMethodOther"":"""",""mission"":""ran_out"",""missionOther"":"""",""firstNeed"":""staples_packaged_cooking"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""seven_ten"",""spend"":""400_699"",""categories"":[""staples_packaged_cooking"",""dairy_bread_eggs"",""household_home_kitchen""],""categoriesOther"":"""",""expansionPattern"":[""immediate_checkout"",""unplanned_browse""],""considered"":""yes"",""consideredCategory"":""snacks_sweets_beverages"",""consideredCategoryOther"":"""",""stopReason"":""control_spend"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""not_sure"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""planned_trip"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":"""",""receptivity"":""looked_no_add"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Srikakulam"",""ageBracket"":""25_34"",""lifeStage"":""prefer_not""}"
"BS2-73e0901e116e24d975198087","23/09/2026 15:52:23","2026-09-23T10:22:20.985Z","2.5","en","TRUE","TRUE","supermarket","","stock_up","","","","three_four","more_than_ten","1000_plus","[""household_home_kitchen"",""fashion_toys_lifestyle"",""staples_packaged_cooking""]","","[""planned_items""]","yes","snacks_sweets_beverages","","need_complete","","","","no","","","","","","close_convenient","","yes","","added_item","supermarket_bulk","","Hyderabad","25_34","family_with_children","{""responseId"":""BS2-73e0901e116e24d975198087"",""clientTimestamp"":""2026-09-23T10:22:20.985Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""supermarket"",""recentMethodOther"":"""",""mission"":""stock_up"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""household_home_kitchen"",""fashion_toys_lifestyle"",""staples_packaged_cooking""],""categoriesOther"":"""",""expansionPattern"":[""planned_items""],""considered"":""yes"",""consideredCategory"":""snacks_sweets_beverages"",""consideredCategoryOther"":"""",""stopReason"":""need_complete"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""no"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""close_convenient"",""altWhyOther"":"""",""consideredZepto"":""yes"",""altZeptoGap"":"""",""receptivity"":""added_item"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Hyderabad"",""ageBracket"":""25_34"",""lifeStage"":""family_with_children""}"
"BS2-e065f9439bb8bd39775cd29d","23/09/2026 15:53:00","2026-09-23T10:22:57.912Z","2.5","en","TRUE","TRUE","blinkit","","stock_up","","","","three_four","four_six","200_399","[""fresh_produce"",""snacks_sweets_beverages"",""dairy_bread_eggs""]","","[""related_search""]","not_sure","","","","","","","not_sure","","","","","","delivery_reliability","","not_sure","I would have used Zepto if it had better availability, faster delivery, and more competitive prices for the products I wanted.","ignored","supermarket_bulk","","Bengaluru","25_34","working_alone","{""responseId"":""BS2-e065f9439bb8bd39775cd29d"",""clientTimestamp"":""2026-09-23T10:22:57.912Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""blinkit"",""recentMethodOther"":"""",""mission"":""stock_up"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""four_six"",""spend"":""200_399"",""categories"":[""fresh_produce"",""snacks_sweets_beverages"",""dairy_bread_eggs""],""categoriesOther"":"""",""expansionPattern"":[""related_search""],""considered"":""not_sure"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""not_sure"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""not_sure"",""altZeptoGap"":""I would have used Zepto if it had better availability, faster delivery, and more competitive prices for the products I wanted."",""receptivity"":""ignored"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Bengaluru"",""ageBracket"":""25_34"",""lifeStage"":""working_alone""}"
"BS2-5726bb4b770739e4d175f332","23/09/2026 15:53:28","2026-09-23T10:23:26.659Z","2.5","te","TRUE","TRUE","blinkit","","offer_led","","staples_packaged_cooking","","three_four","more_than_ten","1000_plus","[""staples_packaged_cooking""]","","[""planned_items""]","no","","","","","","","yes","added_to_unlock","","","","","price_offer","","yes","మంచి offers ఉండాలి","added_item","supermarket_bulk","","Bangalore","45_54","family_with_children","{""responseId"":""BS2-5726bb4b770739e4d175f332"",""clientTimestamp"":""2026-09-23T10:23:26.659Z"",""surveyVersion"":""2.5"",""language"":""te"",""consent"":true,""eligible"":true,""recentMethod"":""blinkit"",""recentMethodOther"":"""",""mission"":""offer_led"",""missionOther"":"""",""firstNeed"":""staples_packaged_cooking"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""staples_packaged_cooking""],""categoriesOther"":"""",""expansionPattern"":[""planned_items""],""considered"":""no"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""added_to_unlock"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""price_offer"",""altWhyOther"":"""",""consideredZepto"":""yes"",""altZeptoGap"":""మంచి offers ఉండాలి"",""receptivity"":""added_item"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Bangalore"",""ageBracket"":""45_54"",""lifeStage"":""family_with_children""}"
"BS2-21076a4c984da010091900af","23/09/2026 15:55:02","2026-09-23T10:24:58.555Z","2.5","en","TRUE","TRUE","local_store","","planned_top_up","","staples_packaged_cooking","","three_four","four_six","700_999","[""staples_packaged_cooking""]","","[""planned_items""]","no","","","","","","","yes","waited","","","","","planned_trip","","no","","found_pushy","local_bulk","","Vizianagaram","35_44","working_partnered","{""responseId"":""BS2-21076a4c984da010091900af"",""clientTimestamp"":""2026-09-23T10:24:58.555Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""local_store"",""recentMethodOther"":"""",""mission"":""planned_top_up"",""missionOther"":"""",""firstNeed"":""staples_packaged_cooking"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""four_six"",""spend"":""700_999"",""categories"":[""staples_packaged_cooking""],""categoriesOther"":"""",""expansionPattern"":[""planned_items""],""considered"":""no"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""waited"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""planned_trip"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":"""",""receptivity"":""found_pushy"",""channelMix"":""local_bulk"",""channelMixOther"":"""",""city"":""Vizianagaram"",""ageBracket"":""35_44"",""lifeStage"":""working_partnered""}"
"BS2-7e7c73f6a639f5fb742da3e7","23/09/2026 15:56:34","2026-09-23T10:26:31.621Z","2.5","en","TRUE","TRUE","blinkit","","urgent","","fresh_produce","","three_four","more_than_ten","1000_plus","[""fresh_produce""]","","[""related_search""]","not_sure","","","","","","","no","","","","","","delivery_reliability","","no","Use blinkit fast delivery","ignored","same_app","","Visakhapatnam","35_44","family_with_children","{""responseId"":""BS2-7e7c73f6a639f5fb742da3e7"",""clientTimestamp"":""2026-09-23T10:26:31.621Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""blinkit"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""fresh_produce"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""fresh_produce""],""categoriesOther"":"""",""expansionPattern"":[""related_search""],""considered"":""not_sure"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""no"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""Use blinkit fast delivery"",""receptivity"":""ignored"",""channelMix"":""same_app"",""channelMixOther"":"""",""city"":""Visakhapatnam"",""ageBracket"":""35_44"",""lifeStage"":""family_with_children""}"
"BS2-a6a59f1f0583ea5c472325e1","23/09/2026 15:59:38","2026-09-23T10:29:32.693Z","2.5","en","TRUE","TRUE","supermarket","","planned_top_up","","household_home_kitchen","","two","do_not_remember","prefer_not","[""household_home_kitchen"",""staples_packaged_cooking""]","","[""unplanned_browse""]","yes","snacks_sweets_beverages","","need_complete","","","","yes","paid_fee","","","","","availability","","not_sure","","not_sure","supermarket_bulk","","","25_34","working_alone","{""responseId"":""BS2-a6a59f1f0583ea5c472325e1"",""clientTimestamp"":""2026-09-23T10:29:32.693Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""supermarket"",""recentMethodOther"":"""",""mission"":""planned_top_up"",""missionOther"":"""",""firstNeed"":""household_home_kitchen"",""firstNeedOther"":"""",""householdSize"":""two"",""items"":""do_not_remember"",""spend"":""prefer_not"",""categories"":[""household_home_kitchen"",""staples_packaged_cooking""],""categoriesOther"":"""",""expansionPattern"":[""unplanned_browse""],""considered"":""yes"",""consideredCategory"":""snacks_sweets_beverages"",""consideredCategoryOther"":"""",""stopReason"":""need_complete"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""paid_fee"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""availability"",""altWhyOther"":"""",""consideredZepto"":""not_sure"",""altZeptoGap"":"""",""receptivity"":""not_sure"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":"""",""ageBracket"":""25_34"",""lifeStage"":""working_alone""}"
"BS2-14e03c71c7c26309666b698c","23/09/2026 15:59:51","2026-09-23T10:29:48.308Z","2.5","en","TRUE","TRUE","local_store","","ran_out","","dairy_bread_eggs","","three_four","more_than_ten","1000_plus","[""dairy_bread_eggs""]","","[""do_not_remember""]","yes","snacks_sweets_beverages","","unavailable","","","","no","","","","","","close_convenient","","no","Unavailable in location","ignored","supermarket_bulk","","Visakhapatnam","25_34","working_alone","{""responseId"":""BS2-14e03c71c7c26309666b698c"",""clientTimestamp"":""2026-09-23T10:29:48.308Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""local_store"",""recentMethodOther"":"""",""mission"":""ran_out"",""missionOther"":"""",""firstNeed"":""dairy_bread_eggs"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""dairy_bread_eggs""],""categoriesOther"":"""",""expansionPattern"":[""do_not_remember""],""considered"":""yes"",""consideredCategory"":""snacks_sweets_beverages"",""consideredCategoryOther"":"""",""stopReason"":""unavailable"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""no"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""close_convenient"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""Unavailable in location"",""receptivity"":""ignored"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Visakhapatnam"",""ageBracket"":""25_34"",""lifeStage"":""working_alone""}"
"BS2-63eb6d15b4c6714ef4862fcc","23/09/2026 16:02:37","2026-09-23T10:32:34.626Z","2.5","en","TRUE","TRUE","local_store","","ran_out","","dairy_bread_eggs","","three_four","four_six","700_999","[""dairy_bread_eggs""]","","[""related_search""]","no","","","","","","","yes","waited","","","","","availability","","not_sure","","looked_no_add","same_app","","","45_54","working_partnered","{""responseId"":""BS2-63eb6d15b4c6714ef4862fcc"",""clientTimestamp"":""2026-09-23T10:32:34.626Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""local_store"",""recentMethodOther"":"""",""mission"":""ran_out"",""missionOther"":"""",""firstNeed"":""dairy_bread_eggs"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""four_six"",""spend"":""700_999"",""categories"":[""dairy_bread_eggs""],""categoriesOther"":"""",""expansionPattern"":[""related_search""],""considered"":""no"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""waited"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""availability"",""altWhyOther"":"""",""consideredZepto"":""not_sure"",""altZeptoGap"":"""",""receptivity"":""looked_no_add"",""channelMix"":""same_app"",""channelMixOther"":"""",""city"":"""",""ageBracket"":""45_54"",""lifeStage"":""working_partnered""}"
"BS2-17f86d2e7018ff2c6b22dda3","23/09/2026 16:06:27","2026-09-23T10:36:24.085Z","2.5","en","TRUE","TRUE","local_store","","ran_out","","dairy_bread_eggs","","three_four","one","below_200","[""dairy_bread_eggs"",""snacks_sweets_beverages"",""meat_seafood_frozen""]","","[""planned_items"",""unplanned_browse""]","yes","beauty_personal_wellness","","buy_later","","","","no","","","","","","close_convenient","","no","No idea if its available in my hometown😅","looked_no_add","supermarket_bulk","","Bhimavaram","25_34","working_alone","{""responseId"":""BS2-17f86d2e7018ff2c6b22dda3"",""clientTimestamp"":""2026-09-23T10:36:24.085Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""local_store"",""recentMethodOther"":"""",""mission"":""ran_out"",""missionOther"":"""",""firstNeed"":""dairy_bread_eggs"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""one"",""spend"":""below_200"",""categories"":[""dairy_bread_eggs"",""snacks_sweets_beverages"",""meat_seafood_frozen""],""categoriesOther"":"""",""expansionPattern"":[""planned_items"",""unplanned_browse""],""considered"":""yes"",""consideredCategory"":""beauty_personal_wellness"",""consideredCategoryOther"":"""",""stopReason"":""buy_later"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""no"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""close_convenient"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""No idea if its available in my hometown😅"",""receptivity"":""looked_no_add"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Bhimavaram"",""ageBracket"":""25_34"",""lifeStage"":""working_alone""}"
"BS2-1e334224d3e3624dccbc395f","23/09/2026 16:07:07","2026-09-23T10:37:04.851Z","2.5","en","TRUE","TRUE","blinkit","","urgent","","dairy_bread_eggs","","two","one","below_200","[""dairy_bread_eggs""]","","[""related_search""]","not_sure","","","","","","","yes","no_change","","","","","availability","","no","Zepto is not available in Vizag.","not_sure","local_bulk","","Visakhapatnam","45_54","family_with_children","{""responseId"":""BS2-1e334224d3e3624dccbc395f"",""clientTimestamp"":""2026-09-23T10:37:04.851Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""blinkit"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""dairy_bread_eggs"",""firstNeedOther"":"""",""householdSize"":""two"",""items"":""one"",""spend"":""below_200"",""categories"":[""dairy_bread_eggs""],""categoriesOther"":"""",""expansionPattern"":[""related_search""],""considered"":""not_sure"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""yes"",""thresholdAction"":""no_change"",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""availability"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""Zepto is not available in Vizag."",""receptivity"":""not_sure"",""channelMix"":""local_bulk"",""channelMixOther"":"""",""city"":""Visakhapatnam"",""ageBracket"":""45_54"",""lifeStage"":""family_with_children""}"
"BS2-6cb52df860b07479d1160116","23/09/2026 16:07:10","2026-09-23T10:37:08.965Z","2.5","en","TRUE","TRUE","blinkit","","urgent","","dairy_bread_eggs","","three_four","seven_ten","1000_plus","[""dairy_bread_eggs"",""fresh_produce""]","","[""unplanned_browse""]","not_sure","","","","","","","not_sure","","","","","","delivery_reliability","","no","Don't know about it yet.","added_item","supermarket_bulk","","Visakhapatnam","45_54","working_partnered","{""responseId"":""BS2-6cb52df860b07479d1160116"",""clientTimestamp"":""2026-09-23T10:37:08.965Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""blinkit"",""recentMethodOther"":"""",""mission"":""urgent"",""missionOther"":"""",""firstNeed"":""dairy_bread_eggs"",""firstNeedOther"":"""",""householdSize"":""three_four"",""items"":""seven_ten"",""spend"":""1000_plus"",""categories"":[""dairy_bread_eggs"",""fresh_produce""],""categoriesOther"":"""",""expansionPattern"":[""unplanned_browse""],""considered"":""not_sure"",""consideredCategory"":"""",""consideredCategoryOther"":"""",""stopReason"":"""",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""not_sure"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""delivery_reliability"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""Don't know about it yet."",""receptivity"":""added_item"",""channelMix"":""supermarket_bulk"",""channelMixOther"":"""",""city"":""Visakhapatnam"",""ageBracket"":""45_54"",""lifeStage"":""working_partnered""}"
"BS2-12b301d41e3c81f8ed283d0d","23/09/2026 16:10:11","2026-09-23T10:40:07.264Z","2.5","en","TRUE","TRUE","local_market","","stock_up","","","","one","more_than_ten","1000_plus","[""household_home_kitchen""]","","[""planned_items""]","yes","household_home_kitchen","","need_complete","","","","no","","","","","","habit","","no","If it is available. It will use.","added_item","local_bulk","","KOVVUR","55_plus","working_partnered","{""responseId"":""BS2-12b301d41e3c81f8ed283d0d"",""clientTimestamp"":""2026-09-23T10:40:07.264Z"",""surveyVersion"":""2.5"",""language"":""en"",""consent"":true,""eligible"":true,""recentMethod"":""local_market"",""recentMethodOther"":"""",""mission"":""stock_up"",""missionOther"":"""",""firstNeed"":"""",""firstNeedOther"":"""",""householdSize"":""one"",""items"":""more_than_ten"",""spend"":""1000_plus"",""categories"":[""household_home_kitchen""],""categoriesOther"":"""",""expansionPattern"":[""planned_items""],""considered"":""yes"",""consideredCategory"":""household_home_kitchen"",""consideredCategoryOther"":"""",""stopReason"":""need_complete"",""stopReasonOther"":"""",""basketStopWhy"":"""",""basketStopWhyOther"":"""",""thresholdNoticed"":""no"",""thresholdAction"":"""",""thresholdActionOther"":"""",""zeptoWhy"":"""",""zeptoWhyOther"":"""",""zeptoCheckoutMoment"":"""",""altWhy"":""habit"",""altWhyOther"":"""",""consideredZepto"":""no"",""altZeptoGap"":""If it is available. It will use."",""receptivity"":""added_item"",""channelMix"":""local_bulk"",""channelMixOther"":"""",""city"":""KOVVUR"",""ageBracket"":""55_plus"",""lifeStage"":""working_partnered""}"
